toxidrome,smiles,model
Cholinergic,CCCC1=CC2CC(C1)c1c(C2)nc2ccccc2c1N,pIC50_AChE_Cow
Cholinergic,COc1ccc2c(C)c(C)c(=O)oc2c1,pIC50_AChE_Cow
Cholinergic,CCCCOC[n+]1ccn(C)c1CN=O,pIC50_AChE_Cow
Cholinergic,Cn1cc[n+](COCc2cccc3ccccc23)c1CN=O,pIC50_AChE_Cow
Cholinergic,CCN(C)C(=O)Oc1ccc2CCN(C)c2c1,pIC50_AChE_Cow
Cholinergic,COc1cc(cc(OC)c1OC)C1c2ccc(O)cc2Oc2nc3CCCCc3c(N)c12,pIC50_AChE_Cow
Cholinergic,CC(C)NC(=O)N1N=C(CC1c1ccccc1)OS(C)(=O)=O,pIC50_AChE_Cow
Cholinergic,CCOC(=O)CCC1CNc2cccc(OC(=O)N(C)CC)c12,pIC50_AChE_Cow
Cholinergic,CCC1=CC2C[C@H](C1)c1c(C2)nc2cc(Cl)ccc2c1N,pIC50_AChE_Cow
Cholinergic,COc1cc2cc(C(=O)N3CCN(Cc4ccccc4)CC3)c(=O)oc2cc1OC,pIC50_AChE_Cow
Cholinergic,CCN(C)C(=O)Oc1cccc2NCC(CCN)c12,pIC50_AChE_Cow
Cholinergic,Oc1c(CNCCCCCCCCCCCCNc2c3CCCCc3nc3ccccc23)cc(Cl)c2cccnc12,pIC50_AChE_Cow
Cholinergic,CCOC(=O)c1cc2c(N)c3CCCCCCc3nc2nc1C,pIC50_AChE_Cow
Cholinergic,CCC1=C[C@H]2C[C@@H](C1)c1c(C2)[nH+]c2cc(C)ccc2c1N,pIC50_AChE_Cow
Cholinergic,CCC1=CC2CC(C1)c1c(C2)nc2cc(C)ccc2c1N,pIC50_AChE_Cow
Cholinergic,Clc1ccc2c(NCCCCCCCCCNC(=O)CCc3c[nH]c4ccccc34)c3CCCCc3nc2c1,pIC50_AChE_Cow
Cholinergic,O=C(CCCCCNc1c2CCCCc2nc2ccccc12)NCCc1c[nH]c2ccccc12,pIC50_AChE_Cow
Cholinergic,Clc1ccc2c(NCCCCCNC(=O)CCc3c[nH]c4ccccc34)c3CCCCc3nc2c1,pIC50_AChE_Cow
Cholinergic,C1N[c+]2ccn(Cc3cccc(Cn4cc[c+](NCc5ccc1cc5)cc4)c3)cc2,pIC50_AChE_Cow
Cholinergic,C[N+](C)=c1ccn(Cc2cccc(Cn3ccc(cc3)=[N+](C)C)c2)cc1,pIC50_AChE_Cow
Cholinergic,CCC1=CC2CC(C1)c1c(C2)nc2cc(Cl)cc(Cl)c2c1N,pIC50_AChE_Cow
Cholinergic,C(c1cccc(c1)-c1cccc(Cn2ccc(cc2)=[N+]2CCCC2)c1)n1ccc(cc1)=[N+]1CCCC1,pIC50_AChE_Cow
Cholinergic,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2NS(C)(=O)=O,pIC50_AChE_Cow
Cholinergic,C(Cc1ccc(Cn2ccc(cc2)=[N+]2CCCC2)cc1)c1ccc(Cn2ccc(cc2)=[N+]2CCCC2)cc1,pIC50_AChE_Cow
Cholinergic,COC(=O)CCC1CNc2cc(OC(=O)N(C)c3ccc(OC)cc3)ccc12,pIC50_AChE_Cow
Cholinergic,COc1cc(O)c2c(c1)oc(cc2=O)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2cc(Cl)ccc12,pIC50_AChE_Cow
Cholinergic,COc1ccc(cc1)N(C)C(=O)Oc1cccc2NCC(CCC(O)=O)c12,pIC50_AChE_Cow
Cholinergic,Cl.CCN(C)C(=O)Oc1cccc2N(CCCN(C)C)CCc12,pIC50_AChE_Cow
Cholinergic,Cc1c2Cn3cc[c+](NCc4cc5CNc6cc[n+](Cc(c2C)c(C)c1Cn1cc[c+](NCc(c5)c4)cc1)cc6)cc3,pIC50_AChE_Cow
Cholinergic,Cl.CCN(C)C(=O)Oc1ccc2C(CCCN)CNc2c1,pIC50_AChE_Cow
Cholinergic,COC(=O)c1cc2c(N)c3CCCCCc3nc2nc1C,pIC50_AChE_Cow
Cholinergic,Clc1ccc2c(NCCCCCCCNC(=O)c3c[nH]c4ccccc34)c3CCCCc3nc2c1,pIC50_AChE_Cow
Cholinergic,CC(=O)NC1C2Cc3nc4cc(Cl)ccc4c(N)c3C1CC(C)=C2,pIC50_AChE_Cow
Cholinergic,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cccs1,pIC50_AChE_Cow
Cholinergic,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc2ccsc2s1,pIC50_AChE_Cow
Cholinergic,CCOC(=O)c1cc2c(N)c3CCCc3nc2nc1C,pIC50_AChE_Cow
Cholinergic,Oc1ccc2oc(cc(=O)c2c1)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2cc(Cl)cc(Cl)c12,pIC50_AChE_Cow
Cholinergic,Oc1ccc2[nH]cc(CCNC(=O)CCCCCNc3c4CCCCc4nc4ccccc34)c2c1,pIC50_AChE_Cow
Cholinergic,COc1ccc2oc(cc(=O)c2c1)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2ccccc12,pIC50_AChE_Cow
Cholinergic,C[n+]1ccccc1CN=O,pIC50_AChE_Cow
Cholinergic,C(c1ccc(cc1)-c1ccc(Cn2ccc(cc2)=[N+]2CCc3ccccc3C2)cc1)n1ccc(cc1)=[N+]1CCc2ccccc2C1,pIC50_AChE_Cow
Cholinergic,C(CCCNc1c2CCCCc2nc2ccccc12)CCCSc1c2CCCCc2nc2ccccc12,pIC50_AChE_Cow
Cholinergic,Clc1ccc2c(NCCCCCCCCNC(=O)CCc3ccc4nc(-c5ccccc5)c5CCCOc5c4c3)c3CCCCc3nc2c1,pIC50_AChE_Cow
Cholinergic,C(c1ccc(Cn2ccc(cc2)=[N+]2CCCC2)cc1)n1ccc(cc1)=[N+]1CCCC1,pIC50_AChE_Cow
Cholinergic,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc2cccnc2s1,pIC50_AChE_Cow
Cholinergic,COc1cc2cc(NC(=O)CCCN(C)Cc3ccccc3)c(=O)oc2cc1OC,pIC50_AChE_Cow
Cholinergic,Clc1ccc2c(NCCCCCCNC(=O)c3c[nH]c4ccccc34)c3CCCCc3nc2c1,pIC50_AChE_Cow
Cholinergic,CC(C)C1=N[C@H]2CC[C@]34C[C@@]33[C@@H](CC[C@H]4[C@]2(C)CN1)[C@]1(C)C[C@@H](O)[C@H]([C@H](C)N(C)C)[C@@]1(C)CC3=O,pIC50_AChE_Cow
Cholinergic,C\C=C1/C2Cc3nc4ccccc4c(N)c3C1CC(C)=C2,pIC50_AChE_Cow
Cholinergic,CCOC(=O)c1cc2c(N)c3CCCCCc3nc2nc1C,pIC50_AChE_Cow
Cholinergic,CC1=CC2CC(C1)c1c(C2)nc2cccc(F)c2c1N,pIC50_AChE_Cow
Cholinergic,C[N+](c1ccc(Cl)cc1)=c1ccn(Cc2ccc(cc2)-c2ccc(Cn3ccc(cc3)=[N+](C)c3ccc(Cl)cc3)cc2)cc1,pIC50_AChE_Cow
Cholinergic,CC12CC3Cc4nc5cc(Cl)ccc5c(N)c4C(C1)C3N2S(C)(=O)=O,pIC50_AChE_Cow
Cholinergic,CCN(C)C(=O)Oc1ccc2CC[C@@H](NCC#C)c2c1,pIC50_AChE_Cow
Cholinergic,O=C1N(CCCCCCCNc2c3CCCCc3nc3ccccc23)C(=O)c2ccccc12,pIC50_AChE_Cow
Cholinergic,Cn1cc[n+](COCCCc2ccccc2)c1CN=O,pIC50_AChE_Cow
Cholinergic,Oc1cc2oc(cc(=O)c2cc1O)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2ccccc12,pIC50_AChE_Cow
Cholinergic,Clc1ccc2c(NCCCCCCNC(=O)CCc3ccc4nc(-c5ccccc5)c5CCCOc5c4c3)c3CCCCc3nc2c1,pIC50_AChE_Cow
Cholinergic,CCC1=CC2CC(C1)c1c(C2)nc2cccc(C)c2c1N,pIC50_AChE_Cow
Cholinergic,CCC1=CC2CC(C1)c1c(C2)nc2cc(C)cc(C)c2c1N,pIC50_AChE_Cow
Cholinergic,Clc1cc(Cl)c2c(NCCCCCC(=O)NCCc3c[nH]c4ccccc34)c3CCCCc3nc2c1,pIC50_AChE_Cow
Cholinergic,Clc1ccc2c(NCCCCCCCNC(=O)OCCc3c[nH]c4ccccc34)c3CCCCc3nc2c1,pIC50_AChE_Cow
Cholinergic,C[N+](C)(CC1OCCCO1)CC(=O)c1ccc(cc1)-c1ccc(cc1)C(=O)C[N+](C)(C)CC1OCCCO1,pIC50_AChE_Cow
Cholinergic,Clc1ccc2c(NCCCCCCCNC(=O)CCc3ccc4nc(-c5ccccc5)c5CCCOc5c4c3)c3CCCCc3nc2c1,pIC50_AChE_Cow
Cholinergic,C[N+](c1cc(Cl)cc(Cl)c1)=c1ccn(Cc2ccc(cc2)-c2ccc(Cn3ccc(cc3)=[N+](C)c3cc(Cl)cc(Cl)c3)cc2)cc1,pIC50_AChE_Cow
Cholinergic,CC(C)NC(=O)N1N=C(CC1C)OS(C)(=O)=O,pIC50_AChE_Cow
Cholinergic,CC1(C)CC(OS(C)(=O)=O)=NN1C(=O)NC1CCCCC1,pIC50_AChE_Cow
Cholinergic,C(c1cccc(Cn2ccc(cc2)=[N+]2CCc3ccccc3C2)c1)n1ccc(cc1)=[N+]1CCc2ccccc2C1,pIC50_AChE_Cow
Cholinergic,CCCCC1=CC2CC(C1)c1c(C2)nc2ccccc2c1N,pIC50_AChE_Cow
Cholinergic,COc1cc2cc(C(=O)NC3CCN(Cc4ccccc4)CC3)c(=O)oc2cc1OC,pIC50_AChE_Cow
Cholinergic,C[N+](C)=c1ccn(Cc2cc(Cn3ccc(cc3)=[N+](C)C)cc(Cn3ccc(cc3)=[N+](C)C)c2)cc1,pIC50_AChE_Cow
Cholinergic,CN(C)c1cc(O)cc(OCCCCOc2ccc3c(C)c(C)c(=O)oc3c2)c1,pIC50_AChE_Cow
Cholinergic,CCC1=C[C@H]2C[C@@H](C1)c1c(C2)[nH+]c2ccccc2c1N,pIC50_AChE_Cow
Cholinergic,C(Cc1ccc(Cn2ccc(cc2)=[N+]2CCOCC2)cc1)c1ccc(Cn2ccc(cc2)=[N+]2CCOCC2)cc1,pIC50_AChE_Cow
Cholinergic,CC(C)(C)C1=CC2CC(C1)c1c(C2)nc2ccccc2c1N,pIC50_AChE_Cow
Cholinergic,CC1=CC2CC(C1)c1c(C2)nc2cc(Cl)ccc2c1NCCCCCCCCNc1c2CCCCc2nc2cc(Cl)ccc12,pIC50_AChE_Cow
Cholinergic,COc1cc2cc(NC(=O)CN(C)Cc3ccccc3)c(=O)oc2cc1OC,pIC50_AChE_Cow
Cholinergic,C(c1cccc(c1)-c1cccc(Cn2ccc(cc2)=[N+]2CCCCC2)c1)n1ccc(cc1)=[N+]1CCCCC1,pIC50_AChE_Cow
Cholinergic,CCC1=CC2CC(C1)c1c(C2)nc2ccc(Cl)cc2c1N,pIC50_AChE_Cow
Cholinergic,C[N+](C)=c1ccn(Cc2ccc(CCCCc3ccc(Cn4ccc(cc4)=[N+](C)C)cc3)cc2)cc1,pIC50_AChE_Cow
Cholinergic,N[C@@]12CC(CO)=C[C@@H](Cc3[nH]c(=O)ccc13)[C@H]2C=C,pIC50_AChE_Cow
Cholinergic,C[N+](C)(CC1CCCCC1)CC(=O)c1ccc(cc1)-c1ccc(cc1)C(=O)C[N+](C)(C)CC1CCCCC1,pIC50_AChE_Cow
Cholinergic,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc2ccccc2s1,pIC50_AChE_Cow
Cholinergic,Oc1c(CNCCCCCCCCCCCCNc2c3CCCCc3nc3ccccc23)ccc2cccnc12,pIC50_AChE_Cow
Cholinergic,COC(=O)c1cc2c(N)c3CCCCCCc3nc2nc1C,pIC50_AChE_Cow
Cholinergic,COc1cc(O)c2c(c1)oc(cc2=O)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2ccccc12,pIC50_AChE_Cow
Cholinergic,COc1ccc2[nH]cc(CCNC(=O)CCCCCNc3c4CCCCc4nc4cccc(Cl)c34)c2c1,pIC50_AChE_Cow
Cholinergic,COc1cc2CC(CNCCCCCCCNc3c4CCCCc4nc4ccccc34)C(=O)c2cc1OC,pIC50_AChE_Cow
Cholinergic,Oc1c(CNCCCCCCCNc2c3CCCCc3nc3ccccc23)ccc2cccnc12,pIC50_AChE_Cow
Cholinergic,COC(=O)CCC1CN(C)c2cccc(OC(=O)N(C)c3ccc(OC)cc3)c12,pIC50_AChE_Cow
Cholinergic,Clc1ccc(cc1)-c1nc2ccc(cc2c2OCCCc12)C(=O)NCCCCCCCCCNc1c2CCCCc2nc2cc(Cl)ccc12,pIC50_AChE_Cow
Cholinergic,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)Cc1cc2ccc(Cl)cc2s1,pIC50_AChE_Cow
Cholinergic,Clc1ccc2c(NCCCCCNC(=O)CCc3ccc4nc(-c5ccccc5)c5CCCOc5c4c3)c3CCCCc3nc2c1,pIC50_AChE_Cow
Cholinergic,CN[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@@H]4C(C[C@H]3C(=O)C[C@]12C)=CC[C@@H]1N=C(OC[C@@]41C)C(C)C,pIC50_AChE_Cow
Cholinergic,COc1ccc2nc3cc(Cl)ccc3c(NCCCSC[C@@H]3CCCN4CCCC[C@H]34)c2c1,pIC50_AChE_Cow
Cholinergic,Cl.CCN(C)C(=O)Oc1ccc2C(CCN(C)C)CNc2c1,pIC50_AChE_Cow
Cholinergic,CCOC(=O)c1c(C)nc2nc3CCCCCc3c(N)c2c1-c1ccccc1,pIC50_AChE_Cow
Cholinergic,COc1cc2CC[N+](Cc2cc1OC)=c1ccn(Cc2cccc(Cn3ccc(cc3)=[N+]3CCc4cc(OC)c(OC)cc4C3)c2)cc1,pIC50_AChE_Cow
Cholinergic,Clc1ccc2c(NCCCCCCCCCCNC(=O)CCc3c[nH]c4ccccc34)c3CCCCc3nc2c1,pIC50_AChE_Cow
Cholinergic,COc1cc2cc(OCC3CCN(Cc4ccccc4)CC3)c(=O)oc2cc1OC,pIC50_AChE_Cow
Cholinergic,COc1cc2cc(C(=O)NCCCCN(C)Cc3ccccc3)c(=O)oc2cc1OC,pIC50_AChE_Cow
Cholinergic,C(Cc1ccc(Cn2ccc(cc2)=[N+]2CCCCCC2)cc1)Cc1ccc(Cn2ccc(cc2)=[N+]2CCCCCC2)cc1,pIC50_AChE_Cow
Cholinergic,C[N+](C)(CC1OCCCO1)CC(=O)c1ccc(cc1)-c1ccccc1,pIC50_AChE_Cow
Cholinergic,CN(C)c1ccc(CC(=O)NCCCCCCCCCCCCNC23CC4CC(CC(C4)C2)C3)cc1,pIC50_AChE_Cow
Cholinergic,CCCCCCSC(=O)OCC[N+](C)(C)C,pIC50_AChE_Cow
Cholinergic,Oc1c(CNCCCCCCNc2c3CCCCc3nc3ccccc23)ccc2cccnc12,pIC50_AChE_Cow
Cholinergic,Cc1ccc2ccc(CNCCCCCCCNc3c4CCCCc4nc4ccccc34)c(O)c2n1,pIC50_AChE_Cow
Cholinergic,CN(CCCNCc1ccc2ccc(C)nc2c1O)CCCNc1c2CCCCc2nc2ccccc12,pIC50_AChE_Cow
Cholinergic,Clc1ccc(cc1)-c1nc2ccc(cc2c2OCCCc12)C(=O)NCCCCCCNc1c2CCCCc2nc2cc(Cl)ccc12,pIC50_AChE_Cow
Cholinergic,Clc1ccc2c(NCCCCCCCNC(=O)CN3C(=O)c4ccccc4C3=O)c3CCCCc3nc2c1,pIC50_AChE_Cow
Cholinergic,Oc1c(CNCCCCCCCCCNc2c3CCCCc3nc3ccccc23)ccc2cccnc12,pIC50_AChE_Cow
Cholinergic,CN(CCCNC(=O)CCc1c[nH]c2ccccc12)CCCNc1c2CCCCc2nc2cc(Cl)ccc12,pIC50_AChE_Cow
Cholinergic,CN(CCCCNC(=O)CN1C(=O)c2ccccc2C1=O)CCNc1c2CCCCc2nc2cc(Cl)ccc12,pIC50_AChE_Cow
Cholinergic,CCC1=CC2CC(C1)c1c(C2)nc2cc(Cl)ccc2c1N,pIC50_AChE_Cow
Cholinergic,CCC1=CC2CC(C1)c1c(C2)nc2cc(F)cc(F)c2c1N,pIC50_AChE_Cow
Cholinergic,CC1=CC2CC(C1)c1c(C2)nc2cc(F)cc(F)c2c1N,pIC50_AChE_Cow
Cholinergic,O=C1N(CCCCCCCCCNc2c3ccccc3nc3ccccc23)C(=O)c2ccccc12,pIC50_AChE_Cow
Cholinergic,COc1ccc2[nH]cc(CCNC(=O)CCCCCCNc3c4CCCCc4nc4ccccc34)c2c1,pIC50_AChE_Cow
Cholinergic,COc1cc2CC(CC3CCN(CCNc4c5CCCCc5nc5ccccc45)CC3)Cc2cc1OC,pIC50_AChE_Cow
Cholinergic,Cc1c(C)c(=O)oc2cc(OCCCOc3cc(O)cc(c3)[N+](C)(C)C)ccc12,pIC50_AChE_Cow
Cholinergic,Clc1ccc2c(NCCCCCC(=O)NCCc3c[nH]c4ccccc34)c3CCCCc3nc2c1,pIC50_AChE_Cow
Cholinergic,Clc1cc(Cl)c2c(NCCCCCCC(=O)NCCc3c[nH]c4ccccc34)c3CCCCc3nc2c1,pIC50_AChE_Cow
Cholinergic,CCN(C)C(=O)Oc1cccc2[nH]cc(CCC(=O)OC)c12,pIC50_AChE_Cow
Cholinergic,COc1cc2CC[N+](Cc2cc1OC)=c1ccn(Cc2ccc(Cn3ccc(cc3)=[N+]3CCc4cc(OC)c(OC)cc4C3)cc2)cc1,pIC50_AChE_Cow
Cholinergic,CN(C)c1cc(O)cc(OCCCOc2cc(O)cc(c2)N(C)C)c1,pIC50_AChE_Cow
Cholinergic,CC(OC[n+]1ccn(C)c1CN=O)C(C)(C)C,pIC50_AChE_Cow
Cholinergic,CCN(C)C(=O)Oc1cccc2NCC(CCC(O)=O)c12,pIC50_AChE_Cow
Cholinergic,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1ccccc1,pIC50_AChE_Cow
Cholinergic,C[C@H]1C[C@@H]2N(C)CCCC2=C(C[C@H]2CCC[C@H](CC3=C4CCCN([C@H]4C[C@@H](C)C3)C(C)=O)N2)C1,pIC50_AChE_Cow
Cholinergic,C(c1ccc(Cn2ccc(cc2)=[N+]2CCCC2)cc1)c1ccc(Cn2ccc(cc2)=[N+]2CCCC2)cc1,pIC50_AChE_Cow
Cholinergic,CCN(C)C(=O)Oc1cccc2n(C)cc(CCC(=O)OC)c12,pIC50_AChE_Cow
Cholinergic,Cl.CCN(C)C(=O)Oc1cccc2NCC(CCCN)c12,pIC50_AChE_Cow
Cholinergic,Clc1ccc2c(NCCCCCNC(=O)c3c[nH]c4ccccc34)c3CCCCc3nc2c1,pIC50_AChE_Cow
Cholinergic,Clc1ccc2c(NCCCCCCNC(=O)\C=C\c3c[nH]c4ccccc34)c3CCCCc3nc2c1,pIC50_AChE_Cow
Cholinergic,Oc1cc2oc(cc(=O)c2cc1O)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2cc(Cl)ccc12,pIC50_AChE_Cow
Cholinergic,C[N+](c1ccc(Cl)cc1)=c1ccn(Cc2cccc(c2)-c2cccc(Cn3ccc(cc3)=[N+](C)c3ccc(Cl)cc3)c2)cc1,pIC50_AChE_Cow
Cholinergic,C[N+](c1cc(Cl)cc(Cl)c1)=c1ccn(Cc2cc(Cn3ccc(cc3)=[N+](C)c3cc(Cl)cc(Cl)c3)cc(Cn3ccc(cc3)=[N+](C)c3cc(Cl)cc(Cl)c3)c2)cc1,pIC50_AChE_Cow
Cholinergic,CCN(C)C(=O)Oc1ccc2C(CCC(O)=O)CNc2c1,pIC50_AChE_Cow
Cholinergic,COc1cc2oc(cc(=O)c2cc1OC)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2cc(Cl)cc(Cl)c12,pIC50_AChE_Cow
Cholinergic,COC(=O)CCC1CN(C)c2cc(OC(=O)N(C)c3ccc(OC)cc3)ccc12,pIC50_AChE_Cow
Cholinergic,CCC1=CC2CC(C1)Cc1nc3ccccc3c(N)c21,pIC50_AChE_Cow
Cholinergic,C(Cc1ccc(Cn2ccc(cc2)=[N+]2CCCCC2)cc1)Cc1ccc(Cn2ccc(cc2)=[N+]2CCCCC2)cc1,pIC50_AChE_Cow
Cholinergic,C(c1cccc(Cn2ccc(cc2)=[N+]2CCCC2)c1)n1ccc(cc1)=[N+]1CCCC1,pIC50_AChE_Cow
Cholinergic,COc1nc2nc3CCCCc3c(N)c2cc1C#N,pIC50_AChE_Cow
Cholinergic,Nc1c2CCCCc2nc2nc(N3CCCC3)c(cc12)C#N,pIC50_AChE_Cow
Cholinergic,C(c1ccc(cc1)-c1ccc(Cn2ccc(cc2)=[N+]2CCCCC2)cc1)n1ccc(cc1)=[N+]1CCCCC1,pIC50_AChE_Cow
Cholinergic,CCC1=CC2CC(C1)c1c(C2)nc2cccc(Cl)c2c1N,pIC50_AChE_Cow
Cholinergic,C[N+](C)(C)c1cccc(OCCCCOc2cccc(c2)[N+](C)(C)C)c1,pIC50_AChE_Cow
Cholinergic,O=C1N(CCCCCCCNc2c3ccccc3nc3ccccc23)C(=O)c2ccccc12,pIC50_AChE_Cow
Cholinergic,Nc1c2CCCCc2nc2nc(NCC#C)c(cc12)C#N,pIC50_AChE_Cow
Cholinergic,CC(=O)N(CCCNc1c2CCCCc2nc2ccccc12)CCNc1c2CCCCc2nc2ccccc12,pIC50_AChE_Cow
Cholinergic,COc1cc2cc(OC3CCN(Cc4ccccc4)CC3)c(=O)oc2cc1OC,pIC50_AChE_Cow
Cholinergic,Oc1c(CNCCCCCCCCNc2c3CCCCc3nc3ccccc23)cc(Cl)c2cccnc12,pIC50_AChE_Cow
Cholinergic,Nc1c2C3CC(Cc2nc2ccccc12)C=C(CC=C)C3,pIC50_AChE_Cow
Cholinergic,O=C(NCCCCCCCCCCCCNc1c2CCCCc2nc2ccccc12)c1cc(=O)c2ccccc2o1,pIC50_AChE_Cow
Cholinergic,O=C(NCCCCCCCCNc1c2CCCCc2nc2ccccc12)c1cc(=O)c2ccccc2o1,pIC50_AChE_Cow
Cholinergic,COc1cc(OC)c2c(c1)oc(cc2=O)C(=O)NCCCCCCCCCCNc1c2CCCCc2nc2cc(Cl)cc(Cl)c12,pIC50_AChE_Cow
Cholinergic,COc1cc2CC[N+](Cc2cc1OC)=c1ccn(Cc2ccc(Cn3ccc(cc3)=[N+]3CCCCC3)cc2)cc1,pIC50_AChE_Cow
Cholinergic,CC1(C)CC(OS(C)(=O)=O)=NN1C(=O)NCC=C,pIC50_AChE_Cow
Cholinergic,CN(CCCNC(=O)CCc1c[nH]c2ccccc12)CCCNc1c2CCCCc2nc2ccccc12,pIC50_AChE_Cow
Cholinergic,COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)Cc2cc1OC,pIC50_AChE_Cow
Cholinergic,C[N+](C)(CC1CCOCO1)CC(=O)c1ccc(cc1)-c1ccc(cc1)C(=O)C[N+](C)(C)CC1CCOCO1,pIC50_AChE_Cow
Cholinergic,[Br-].[Br-].OC1C[N+]2(Cc3ccc(\C=C\c4ccc(C[N+]56CCC(CC5)C(O)C6)cc4)cc3)CCC1CC2,pIC50_AChE_Cow
Cholinergic,COc1cc2cc(NC(=O)CCN(C)Cc3ccccc3)c(=O)oc2cc1OC,pIC50_AChE_Cow
Cholinergic,CCOC(=O)c1c(C)nc2nc3CCCc3c(N)c2c1-c1ccc(OC)cc1,pIC50_AChE_Cow
Cholinergic,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)OCc1ccccc1,pIC50_AChE_Cow
Cholinergic,COc1cc2cc(C(=O)OC3CCN(Cc4ccccc4)CC3)c(=O)oc2cc1OC,pIC50_AChE_Cow
Cholinergic,COC[n+]1ccn(C)c1CN=O,pIC50_AChE_Cow
Cholinergic,CC(C)C1=N[C@H]2CC=C3C[C@@H]4[C@@H](CC[C@H]3[C@]2(C)CO1)[C@]1(C)C[C@@H](OC(=O)C(C)(C)C)[C@H]([C@H](C)N(C)C)[C@@]1(C)CC4=O,pIC50_AChE_Cow
Cholinergic,CC[C@H](C)C1=N[C@H]2CC=C3C[C@@H]4[C@@H](CC[C@H]3[C@]2(C)CO1)[C@]1(C)C[C@@H](O)[C@H]([C@H](C)N(C)C)[C@@]1(C)CC4=O,pIC50_AChE_Cow
Cholinergic,C(c1cccc(c1)-c1cccc(C[n+]2ccc(cc2)C2CCCCC2)c1)[n+]1ccc(cc1)C1CCCCC1,pIC50_AChE_Cow
Cholinergic,C[N+](C)=c1ccn(Cc2ccc(Cn3ccc(cc3)=[N+](C)C)cc2)cc1,pIC50_AChE_Cow
Cholinergic,Cl.CCN(C)C(=O)Oc1cccc2NCC(CCN(C)C)c12,pIC50_AChE_Cow
Cholinergic,CCOC(=O)c1c(C)nc2nc3CCCCCc3c(N)c2c1-c1ccc(OC)cc1,pIC50_AChE_Cow
Cholinergic,Oc1ccc2c(c1)c1cc[n+]3CCCc4cc(=O)n2c1c34,pIC50_AChE_Cow
Cholinergic,CC(C)NS(=O)(=O)N1N=C(CC1(C)C)OS(C)(=O)=O,pIC50_AChE_Cow
Cholinergic,NC(=O)c1cc[n+](COC[n+]2ccccc2CN=O)cc1,pIC50_AChE_Cow
Cholinergic,C(c1ccc(Cn2ccc(cc2)=[N+]2CCc3ccccc3C2)cc1)n1ccc(cc1)=[N+]1CCc2ccccc2C1,pIC50_AChE_Cow
Cholinergic,Nc1c2C3CC(Cc2nc2ccccc12)C=C(C3)c1ccccc1,pIC50_AChE_Cow
Cholinergic,COc1ccc(cc1)N(C)C(=O)Oc1cccc2N(C)CC(CCC(O)=O)c12,pIC50_AChE_Cow
Cholinergic,O=C(NCCCCCCCCCNc1c2CCCCc2nc2ccccc12)c1cc(=O)c2ccccc2o1,pIC50_AChE_Cow
Cholinergic,CCN(C)C(=O)Oc1cccc2N(C)CC(CCC(O)=O)c12,pIC50_AChE_Cow
Cholinergic,CCCCN(C)C(=O)Oc1ccc2C(CCC(=O)OC)CN(C)c2c1,pIC50_AChE_Cow
Cholinergic,C[N+](C)(C)c1cccc(O)c1,pIC50_AChE_Cow
Cholinergic,COc1ccc2cc(OC3CCN(Cc4ccccc4)CC3)c(=O)oc2c1,pIC50_AChE_Cow
Cholinergic,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc(Br)cs1,pIC50_AChE_Cow
Cholinergic,O=c1ccc2cc(OCCCCSC[C@@H]3CCCN4CCCC[C@H]34)ccc2o1,pIC50_AChE_Cow
Cholinergic,COC(=O)CCC1CNc2cccc(OC(=O)N(C)c3ccc(OC)cc3)c12,pIC50_AChE_Cow
Cholinergic,CN(C)C(=O)Oc1cccc2NCCc12,pIC50_AChE_Cow
Cholinergic,COC(=O)c1cc2c(N)c3CCCc3nc2nc1C,pIC50_AChE_Cow
Cholinergic,CC1=CC2CC(C1)c1c(C2)nc2cc(C)ccc2c1N,pIC50_AChE_Cow
Cholinergic,COc1ccc2[nH]cc(CCNC(=O)CCCCCNc3c4CCCCc4nc4cc(Cl)ccc34)c2c1,pIC50_AChE_Cow
Cholinergic,CCOC(=O)c1c(C)nc2nc3CCCc3c(N)c2c1-c1ccccc1,pIC50_AChE_Cow
